CID,SMILES
2812568,C1=CC(=CC=C1NNC(=O)C2=C(C=CS2)Cl)Cl
20869635,C1=CC(=CC(=C1)Cl)N2C3=C(C(=O)N(C=N3)CC(=O)N)N=N2
16190700,C1CCC(C1)CCCN2CCC(CC2)(CC3=CC=CC=C3)CO
3821594,CC(C)OP(=O)(C(C1=CC=C(C=C1)N(C)C)O)OC(C)C
4162720,C1C(=O)N(C(S1)C2=CC=CC=C2)C3=CC=CC(=C3)C(=O)O
4262785,CC1CCCCN1C2=NC(=NC(=C2)C)C3=CC=CC=C3O
1932143,CC1=C(CC(=O)N1CCCOC)C(=O)OC
4640755,CCOC1=CC=C(C=C1)NC2=CC(=O)CCC2
1201888,CC1=CC(=CC=C1)CSC2=NC3=C(CN(CC3)C)C(=C2C#N)C4=CC=CS4
603994,CC(C)(C)C1=CC(=NN1)C2=CC=CC=C2
657297,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[N+](=O)([O-])[O-]
3751552,CCC(CC)C(=O)C1=CNC(=C1)C(=O)NCC2=CC=CC=C2
54686150,C=CCNC(=O)C1=C(C2=CC=CC3=C2N(C1=O)CCC3)O
6324103,C1=CC=C(C=C1)CNC2=NC3=CC=CC=C3NC2=O
6456951,CC1=C(C=CC(=C1)[N+](=O)[O-])NC(=O)CCC(=O)N2CCCC2
707883,CCN(CC)C(=O)C1=C(OC2=C1C=C(C=C2)O)C3=CC=CC=C3
16382378,CC12CCC(=O)N1C(CS2)C(=O)NC3=CC=C(C=C3)F
2849093,CC1=CC=CC=C1NC2=NC=C(C=C2)[N+](=O)[O-]
2995099,C=CCOC1=CC=CC(=C1)C(=O)NC2=NC=NN2
893346,C1=CC=C(C(=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)O
2812209,CCOC1=CC=CC=C1NC(=O)NC2=CC=C(C=C2)CC#N
2623831,C1CCC(C1)NC(=O)CN2C=C(C=CC2=O)C(F)(F)F
1986,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
791050,C1=CC=C(C=C1)C2=CC(=NC(=C2C#N)N)C3=CC=C(C=C3)O
2244662,CC(C)(C)C1=CC=C(C=C1)C(=O)NCCOC2=CC=CC=C2
